"From"	"To"
"231075_x_at"	"ABI2"
"231087_at"	NA
"231090_s_at"	NA
"231094_s_at"	"MTHFD1L"
"231101_at"	NA
"231106_at"	"BMS1P2"
"231108_at"	"FUS"
"231109_at"	NA
"231118_at"	"ANKRD35"
"231130_at"	"FKBP7"
"231146_at"	"FAM24B"
"231166_at"	"GPR155"
"231169_at"	NA
"231175_at"	"BEND6"
"231183_s_at"	"SLX4IP"
"231199_at"	NA
"231202_at"	"ALDH1L2"
"231205_at"	NA
"231207_at"	NA
"231215_at"	"ZNF570"
"231234_at"	"CTSC"
"231249_at"	"SZT2"
"231252_at"	"KANSL1L"
"231255_at"	"MPRIP"
"231268_at"	"MYBL1"
"231269_at"	"ASCC3"
"231271_x_at"	"NMRAL1"
"231274_s_at"	NA
"231276_at"	NA
"231281_at"	NA
"231296_at"	NA
"231297_at"	"DOT1L"
"231305_at"	NA
"231316_at"	NA
"231319_x_at"	"KIF9"
"231324_at"	NA
"231369_at"	"ZNF333"
"231370_at"	"PPM1A"
"231403_at"	"TRIO"
"231406_at"	"ORAI2"
"231411_at"	"LHFPL6"
"231437_at"	"SLC35D2"
"231467_at"	NA
"231513_at"	NA
"231530_s_at"	"C11orf1"
"231550_at"	NA
"231552_at"	NA
"231576_at"	NA
"231577_s_at"	"GBP1"
"231579_s_at"	"TIMP2"
"231599_x_at"	"DPF1"
"231697_s_at"	NA
"231713_s_at"	"ELP2"
"231714_s_at"	"AP4B1"
"231715_s_at"	"PYCR2"
"231716_at"	"RC3H2"
"231718_at"	"SLU7"
"231726_at"	"PCDHB14"
"231735_s_at"	NA
"231736_x_at"	"MGST1"
"231738_at"	"PCDHB7"
"231763_at"	"POLR3A"
"231764_at"	"CHRAC1"
"231766_s_at"	"COL12A1"
"231767_at"	"HOXB4"
"231770_x_at"	"WDPCP"
"231772_x_at"	"CENPH"
"231773_at"	"ANGPTL1"
"231775_at"	"TNFRSF10A"
"231780_at"	"GBGT1"
"231784_s_at"	"DCAF13"
"231793_s_at"	"CAMK2D"
"231806_s_at"	"STK36"
"231807_at"	"KIAA1217"
"231808_at"	"OIP5"
"231809_x_at"	"PDCD7"
"231810_at"	"BRI3BP"
"231810_at"	"THRIL"
"231815_at"	"PHF12"
"231817_at"	"USP53"
"231818_x_at"	NA
"231820_x_at"	"ZNF587"
"231822_at"	"CTTNBP2NL"
"231823_s_at"	"SH3PXD2B"
"231825_x_at"	"ATF7IP"
"231828_at"	"CUTALP"
"231829_at"	"MAVS"
"231831_at"	"COX19"
"231832_at"	"GALNT4"
"231832_at"	"POC1B"
"231835_at"	"PRXL2B"
"231836_at"	"ZNF875"
"231838_at"	"PABPC1L"
"231839_at"	"PDE12"
"231840_x_at"	"LYRM7"
"231842_at"	"JCAD"
"231843_at"	"DDX55"
"231844_at"	"RBM28"
"231845_at"	"AARS2"
"231846_at"	"FOXRED2"
"231847_at"	"ANKRD54"
"231848_x_at"	"ZNF207"
"231850_x_at"	"CEP44"
"231853_at"	"TUBD1"
"231859_at"	"C14orf132"
"231861_at"	"LRP10"
"231862_at"	"CBX5"
"231863_at"	"ING3"
"231864_at"	"ZNF33A"
"231865_at"	"NCKAP5L"
"231866_at"	"LNPEP"
"231870_s_at"	"NMD3"
"231871_at"	"GPR180"
"231873_at"	"BMPR2"
"231874_at"	"FAM126B"
"231876_at"	"TRIM56"
"231878_at"	"PAGR1"
"231879_at"	"COL12A1"
"231882_at"	"DUXAP8"
"231896_s_at"	"DENR"
"231897_at"	"PTGR1"
"231899_at"	"ZC3H12C"
"231904_at"	"U2AF1"
"231904_at"	"LOC102724594"
"231906_at"	"HOXD8"
"231907_at"	"ABL2"
"231912_s_at"	"TECPR1"
"231913_s_at"	"BRCC3"
"231914_at"	"NUDT14"
"231918_s_at"	"GFM2"
"231920_s_at"	"CSNK1G1"
"231921_at"	"DCAF17"
"231927_at"	"ATF6"
"231929_at"	"IKZF2"
"231936_at"	"HOXC9"
"231940_at"	"ZNF529"
"231947_at"	"MYCT1"
"231948_s_at"	"UBE2F"
"231951_at"	"GNAO1"
"231954_at"	"MIR4453HG"
"231955_s_at"	"HIBADH"
"231956_at"	"RNF213"
"231959_at"	"LIN52"
"231964_at"	"BICD1"
"231968_at"	"UGGT1"
"231973_s_at"	"ANAPC1"
"231974_at"	"KMT2D"
"231975_s_at"	"MIER3"
"231979_at"	NA
"231987_at"	"CARMN"
"231989_s_at"	"NPIPB3"
"231989_s_at"	"NPIPB4"
"231989_s_at"	"SMG1P1"
"231989_s_at"	"NPIPB5"
"231989_s_at"	"SMG1P3"
"231992_x_at"	"RABGEF1P1"
"231993_at"	"ITGBL1"
"231995_at"	"CAAP1"
"231998_at"	"SART1"
"232002_at"	NA
"232004_at"	"HNRNPR"
"232007_at"	"AGPAT5"
"232008_s_at"	"BBX"
"232011_s_at"	"MAP1LC3A"
"232012_at"	"CAPN1"
"232017_at"	"TJP2"
"232018_at"	"LENG1"
"232020_at"	"SMURF2"
"232024_at"	"GIMAP2"
"232028_at"	"ZNF678"
"232032_x_at"	"SDF4"
"232033_at"	"USP37"
"232046_at"	"KIAA1217"
"232048_at"	"FAM76B"
"232055_at"	"SFXN1"
"232057_at"	"SLC7A6OS"
"232058_at"	NA
"232060_at"	"ROR1"
"232065_x_at"	"CENPL"
"232068_s_at"	"TLR4"
"232075_at"	"WDR61"
"232076_at"	"ZNF707"
"232076_at"	"LOC101928160"
"232077_s_at"	"YPEL3"
"232080_at"	"HECW2"
"232090_at"	"DNM3OS"
"232094_at"	"KATNBL1"
"232095_at"	"SRGAP2B"
"232096_x_at"	"FOXP1"
"232097_at"	"TOX4"
"232098_at"	"DST"
"232099_at"	"PCDHB16"
"232101_s_at"	"PIGN"
"232113_at"	NA
"232125_at"	"ZBTB20"
"232129_s_at"	"LZTS2"
"232130_at"	"SNX12"
"232138_at"	"MBNL2"
"232140_at"	"FRG1HP"
"232141_at"	"U2AF1"
"232141_at"	"LOC102724594"
"232144_at"	NA
"232145_at"	"C2orf68"
"232149_s_at"	"NSMAF"
"232150_at"	NA
"232153_at"	"SPEG"
"232153_at"	"SPEGNB"
"232160_s_at"	"TNIP2"
"232168_x_at"	"MACF1"
"232169_x_at"	"NDUFS8"
"232174_at"	NA
"232175_at"	"ARF1"
"232180_at"	"UGP2"
"232204_at"	"EBF1"
"232205_at"	NA
"232209_x_at"	"HM13"
"232210_at"	NA
"232213_at"	"PELI1"
"232215_x_at"	"PRR11"
"232216_at"	"YME1L1"
"232217_at"	"CALHM5"
"232219_x_at"	"USP21"
"232221_x_at"	"RSBN1L"
"232231_at"	"RUNX2"
"232235_at"	"DSEL"
"232237_at"	"MDGA1"
"232247_at"	"ZNF502"
"232248_at"	"LOC100652768"
"232253_at"	"IRF1"
"232264_at"	NA
"232266_x_at"	"CDK13"
"232267_at"	"ADGRD1"
"232269_x_at"	"METRN"
"232274_at"	"CCNL2"
"232278_s_at"	"DEPDC1"
"232293_at"	"LCORL"
"232296_s_at"	"GFM1"
"232297_at"	"KLHL5"
"232304_at"	"PELI1"
"232307_at"	NA
"232312_at"	"PPP6R3"
"232315_at"	"ZNF880"
"232322_x_at"	"STARD10"
"232323_s_at"	"TTC17"
"232333_at"	NA
"232338_at"	"ZNF431"
"232344_at"	NA
"232347_x_at"	NA
"232349_x_at"	"DCAF6"
"232350_x_at"	"GPR161"
"232353_s_at"	"STYXL1"
"232355_at"	"SNORD114"
"232356_at"	NA
"232363_at"	NA
"232369_at"	NA
"232371_at"	"MARCHF7"
"232375_at"	NA
"232382_s_at"	"PCMTD1"
"232392_at"	"SRSF3"
"232406_at"	NA
"232412_at"	"FBXL20"
"232417_x_at"	"ZDHHC11"
"232431_at"	"NR3C1"
"232432_s_at"	"SLC30A5"
"232436_at"	"ZNF274"
"232441_at"	"KRR1"
"232453_at"	NA
"232455_x_at"	NA
"232458_at"	"COL3A1"
"232466_at"	"CUL4A"
"232469_x_at"	"SSBP3"
"232471_at"	NA
"232472_at"	NA
"232473_at"	NA
"232476_at"	NA
"232488_at"	"PHYKPL"
"232489_at"	"TRMT13"
"232500_at"	"RALGAPA2"
"232510_s_at"	"DPP3"
"232511_at"	NA
"232515_at"	NA
"232516_x_at"	"DAP3"
"232520_s_at"	"NSFL1C"
"232521_at"	"PCSK7"
"232522_at"	NA
"232524_x_at"	"ANAPC4"
"232527_at"	"PSMD6"
"232528_at"	NA
"232530_at"	"PLD1"
"232535_at"	"RSBN1L"
"232537_x_at"	"MARK3"
"232541_at"	NA
"232543_x_at"	"ARHGAP9"
"232544_at"	NA
"232551_at"	"SLC26A6"
"232555_at"	"CREB5"
"232565_at"	NA
"232568_at"	NA
"232570_s_at"	"ADAM33"
"232583_at"	NA
"232584_at"	NA
"232588_at"	"STAG1"
"232591_s_at"	"TMEM30A"
"232592_at"	NA
"232597_x_at"	"SCAF11"
"232612_s_at"	"ATG16L1"
"232613_at"	"PBRM1"
"232614_at"	NA
"232615_at"	NA
"232617_at"	"CTSS"
"232628_at"	NA
"232632_at"	NA
"232640_at"	"COMMD5"
"232644_x_at"	"OCIAD1"
"232645_at"	"LOC153684"
"232652_x_at"	"SCAND1"
"232653_at"	NA
"232665_x_at"	"SMURF1"
"232670_at"	NA
"232676_x_at"	"MYEF2"
"232681_at"	NA
"232683_s_at"	"PARP6"
"232685_at"	NA
"232693_s_at"	"ZNF395"
"232693_s_at"	"FBXO16"
"232700_at"	NA
"232704_s_at"	"LRRFIP2"
"232706_s_at"	"TRABD"
"232710_at"	NA
"232716_at"	NA
"232722_at"	"RNASET2"
"232724_at"	"MS4A6A"
"232744_x_at"	NA
"232749_at"	NA
"232750_at"	NA
"232752_at"	"LOXL1"
"232759_at"	NA
"232761_at"	"COX4I2"
"232762_at"	"KIAA1217"
"232773_at"	NA
"232776_at"	"PDZRN3"
"232778_at"	NA
"232780_s_at"	"ZNF691"
"232784_at"	NA
"232797_at"	NA
"232808_at"	NA
"232809_s_at"	"FLT1"
"232814_x_at"	"COA8"
"232816_s_at"	"DDX11"
"232843_s_at"	"DOCK8"
"232852_at"	NA
"232864_s_at"	"AFF4"
"232865_at"	"AFF4"
"232867_at"	NA
"232876_at"	NA
"232878_at"	"NR2F2"
"232879_at"	"CRTC3"
"232882_at"	NA
"232889_at"	NA
"232890_at"	NA
"232892_at"	"MIR1"
"232898_at"	"DAB2"
"232899_at"	"CENPBD2P"
"232899_at"	"RPL23AP7"
"232899_at"	"RPL23AP82"
"232899_at"	"LOC101930129"
"232902_s_at"	"RARS2"
"232903_at"	NA
"232909_s_at"	"BPTF"
"232914_s_at"	"SYTL2"
"232916_at"	NA
"232918_at"	"MIR4435"
"232931_at"	"SNRNP200"
"232935_at"	NA
"232946_s_at"	"NADSYN1"
"232949_at"	NA
"232950_s_at"	"PITPNM2"
"232964_at"	"SPDYE1"
"232972_at"	"PRR29"
"232974_at"	NA
"232975_at"	"HCG18"
"232978_at"	NA
"232981_s_at"	"SYNRG"
"232991_at"	NA
"233003_at"	NA
"233004_x_at"	NA
"233013_x_at"	"WAC"
"233014_at"	"IDI1"
"233017_x_at"	NA
"233019_at"	"CNOT7"
"233036_at"	NA
"233037_at"	NA
"233041_x_at"	NA
"233049_x_at"	"STUB1"
"233056_x_at"	"DLGAP4"
"233068_at"	"CRIPT"
"233078_at"	"API5"
"233080_s_at"	"PRPF40A"
"233085_s_at"	"NABP1"
"233090_at"	NA
"233093_s_at"	"BIRC6"
"233101_at"	"MTMR9"
"233109_at"	"COL12A1"
"233112_at"	NA
"233123_at"	"SLC40A1"
"233124_s_at"	"ECHDC1"
"233127_at"	NA
"233132_at"	"BMS1P20"
"233161_at"	NA
"233168_s_at"	"SELENOO"
"233173_x_at"	"GTF3C5"
"233179_x_at"	"SIRT6"
"233186_s_at"	"BANP"
"233193_x_at"	"INTS4"
"233208_x_at"	"CPSF2"
"233219_at"	NA
"233223_at"	NA
"233224_at"	NA
"233228_at"	NA
"233243_at"	NA
"233248_at"	NA
"233252_s_at"	"STRBP"
"233254_x_at"	"PTEN"
"233255_s_at"	"BIVM"
"233257_at"	NA
"233261_at"	"EBF1"
"233264_at"	NA
"233265_at"	NA
"233268_s_at"	"CHURC1"
"233270_x_at"	NA
"233271_at"	NA
"233274_at"	NA
"233276_at"	NA
"233296_x_at"	NA
"233300_at"	NA
"233303_at"	NA
"233307_x_at"	"MGST3"
"233313_at"	NA
"233315_at"	NA
"233319_x_at"	NA
"233321_x_at"	NA
"233323_at"	NA
"233329_s_at"	"KRCC1"
"233333_x_at"	"AVIL"
"233334_x_at"	"SLX1B"
"233334_x_at"	"SLX1A"
"233334_x_at"	"SLX1A"
"233334_x_at"	"SLX1B"
"233341_s_at"	"POLR1B"
"233350_s_at"	"TEX264"
"233354_at"	"ZNF426"
"233364_s_at"	NA
"233365_at"	NA
"233369_at"	NA
"233380_s_at"	"RUFY1"
"233385_x_at"	"RAB4B"
"233385_x_at"	"MIA"
"233399_x_at"	"ZNF252P"
"233400_at"	NA
"233417_at"	NA
"233427_x_at"	NA
"233431_x_at"	NA
"233440_at"	NA
"233442_at"	NA
"233449_at"	NA
"233461_x_at"	"ZNF226"
"233473_x_at"	NA
"233480_at"	"TMEM43"
"233487_s_at"	"LRRC8A"
"233496_s_at"	"CFL2"
"233506_at"	"BZW1"
"233518_at"	NA
"233519_at"	NA
"233532_x_at"	"IFT52"
"233539_at"	"NAPEPLD"
"233540_s_at"	"CDK5RAP2"
"233555_s_at"	"SULF2"
"233557_s_at"	"MON1B"
"233558_s_at"	"TRAPPC11"
"233559_s_at"	"WDFY1"
"233563_s_at"	"INTS11"
"233568_x_at"	"CWF19L1"
"233571_x_at"	"PPDPF"
"233580_at"	"SDCCAG8"
"233587_s_at"	"SIPA1L2"
"233588_x_at"	"PFDN6"
"233595_at"	"USP34"
"233596_at"	NA
"233599_at"	NA
"233607_at"	NA
"233608_at"	NA
"233611_at"	NA
"233614_at"	NA
"233625_x_at"	"INTS11"
"233626_at"	NA
"233632_s_at"	"XRN1"
"233637_at"	"DCAF8"
"233642_s_at"	"HEATR5B"
"233647_s_at"	"CDADC1"
"233648_at"	NA
"233656_s_at"	"VPS54"
"233658_at"	NA
"233664_at"	NA
"233665_x_at"	"MTO1"
"233679_at"	"LOC100506472"
"233690_at"	NA
"233702_x_at"	NA
"233732_at"	"GARS1"
"233734_s_at"	"OSBPL5"
"233746_x_at"	"SERF2"
"233746_x_at"	"HYPK"
"233746_x_at"	"SERF2"
"233759_s_at"	"PPP4R3B"
"233771_at"	NA
"233775_x_at"	"LOC100289333"
"233799_at"	NA
"233800_at"	NA
"233811_at"	"RIN2"
"233814_at"	"EFNA5"
"233819_s_at"	"LTN1"
"233824_at"	NA
"233825_s_at"	"CD99L2"
"233827_s_at"	"SUPT16H"
"233841_s_at"	"SUDS3"
"233842_x_at"	"RTF2"
"233849_s_at"	"ARHGAP5"
"233850_s_at"	"EBF4"
"233851_s_at"	"TOR3A"
"233864_s_at"	"VPS35"
"233867_at"	NA
"233868_x_at"	"ADAM33"
"233869_x_at"	NA
"233870_at"	"NAV1"
"233873_x_at"	"MTPAP"
"233874_at"	"SLAIN2"
"233877_at"	NA
"233878_s_at"	"XRN2"
"233888_s_at"	"SRGAP1"
"233893_s_at"	"UVSSA"
"233894_x_at"	"COL26A1"
"233898_s_at"	"FGFR1OP2"
"233912_x_at"	"ELMOD2"
"233914_s_at"	"SBF2"
"233917_s_at"	"MOV10"
"233919_s_at"	"HABP4"
"233921_s_at"	NA
"233929_x_at"	"WASH3P"
"233929_x_at"	"WASH2P"
"233929_x_at"	"WASH6P"
"233929_x_at"	"WASH7P"
"233929_x_at"	"WASHC1"
"233929_x_at"	"WASH8P"
"233933_s_at"	"OTUD5"
"233936_s_at"	"GGNBP2"
"233952_s_at"	"ZBTB21"
"233955_x_at"	"CXXC5"
"233970_s_at"	"TRMT6"
"233974_s_at"	"NIBAN2"
"233982_x_at"	"STYXL1"
"233986_s_at"	"PLEKHG2"
"233992_x_at"	"ZNF445"
"233995_at"	NA
"234000_s_at"	"HACD3"
"234001_s_at"	"ARFGAP1"
"234005_x_at"	"STK36"
"234026_at"	"EML2"
"234032_at"	NA
"234036_x_at"	"PEAK1"
"234084_x_at"	NA
"234098_at"	"SOBP"
"234104_at"	NA
"234106_s_at"	"FLYWCH1"
"234107_s_at"	"DTD1"
"234111_at"	"ZNF81"
"234135_x_at"	NA
"234140_s_at"	"STIM2"
"234151_at"	NA
"234159_at"	NA
"234192_s_at"	"GKAP1"
"234210_x_at"	"ACTR2"
"234224_at"	NA
"234294_x_at"	"GATAD2A"
"234295_at"	"DBR1"
"234297_at"	"RGS8"
"234297_at"	"SDHAP3"
"234302_s_at"	"ALKBH5"
"234304_s_at"	"IPO11"
"234304_s_at"	"IPO11"
"234307_s_at"	"KIF26A"
"234311_s_at"	"GTPBP10"
"234311_s_at"	"LOC101927446"
"234312_s_at"	"ACSS2"
"234338_s_at"	"ZBTB47"
"234339_s_at"	"NOP53"
"234341_x_at"	"NEK2"
"234349_at"	"SSPOP"
"234380_x_at"	NA
"234405_s_at"	"PHAX"
"234411_x_at"	"CD44"
"234414_at"	"NUTM2F"
"234464_s_at"	"EME1"
"234491_s_at"	"SAV1"
"234495_at"	"KLK15"
"234512_x_at"	NA
"234605_at"	"CDC14B"
"234645_at"	NA
"234649_at"	NA
"234660_s_at"	"DIS3"
"234669_x_at"	"EMSY"
"234672_s_at"	"NDC1"
"234675_x_at"	NA
"234710_s_at"	"PARP6"
"234723_x_at"	NA
"234726_s_at"	"TMEM168"
"234731_at"	NA
"234734_s_at"	"TNRC6A"
"234735_s_at"	"USP21"
"234746_at"	NA
"234753_x_at"	NA
"234762_x_at"	"NLN"
"234788_x_at"	NA
"234863_x_at"	"FBXO5"
"234873_x_at"	"RPL7A"
"234875_at"	NA
"234881_at"	NA
"234915_s_at"	"DENR"
"234918_at"	"NOP53"
"234923_at"	"RALGAPA1"
"234926_s_at"	"RTF2"
"234929_s_at"	"SPATA7"
"234942_s_at"	"DNTTIP1"
"234947_s_at"	"FAM204A"
"234949_at"	"FRG1BP"
"234950_s_at"	"COP1"
"234952_s_at"	"PHRF1"
"234954_at"	NA
"234969_s_at"	"EPC1"
"234971_x_at"	"PLCD3"
"234972_at"	"ARL16"
"234974_at"	"GALM"
"234975_at"	"GSPT1"
"234978_at"	"SLC36A4"
"234981_x_at"	"CMBL"
"234982_at"	"UBR3"
"234983_at"	"SPRING1"
"234984_at"	"NEDD1"
"234985_at"	"LDLRAD3"
"234986_at"	"GCLM"
"234987_at"	"SAMHD1"
"234989_at"	"NEAT1"
"234991_at"	"ZXDC"
"234994_at"	"TMEM200A"
"234997_x_at"	NA
"234998_at"	"RAB11A"
"235000_at"	"LPP"
"235003_at"	"UHMK1"
"235005_at"	"DIS3L"
"235007_at"	"BBS7"
"235012_at"	"LRCH1"
"235013_at"	"SLC31A1"
"235014_at"	"ILF3"
"235015_at"	"ZDHHC9"
"235019_at"	"CPM"
"235020_at"	"TAF4B"
"235022_at"	"FAM210A"
"235023_at"	"VPS13C"
"235028_at"	NA
"235032_at"	"DNAJC21"
"235033_at"	"NPEPL1"
"235034_at"	"VTI1A"
"235035_at"	"SLC35E1"
"235037_at"	"TMEM41A"
"235040_at"	"RUNDC1"
"235041_at"	"GOSR2"
"235044_at"	"CYYR1"
"235049_at"	"ADCY1"
"235051_at"	"CCDC50"
"235056_at"	"ETV6"
"235058_at"	"GPN2"
"235060_at"	"LOC100190986"
"235061_at"	"PPM1K"
"235067_at"	"MKLN1"
"235071_at"	"DNAAF10"
"235072_s_at"	"KIF13A"
"235074_at"	"SPRED1"
"235076_at"	"CALCOCO2"
"235077_at"	"MEG3"
"235078_at"	NA
"235079_at"	"ZNF704"
"235084_x_at"	"TRIM38"
"235085_at"	"PRAG1"
"235088_at"	"C4orf46"
"235093_at"	"PEX13"
"235094_at"	"TPM4"
"235096_at"	"LEO1"
"235103_at"	"MAN2A1"
"235104_at"	"ERAP2"
"235107_at"	"PIAS2"
"235109_at"	"ZBED3"
"235113_at"	"LRR1"
"235122_at"	"HIVEP3"
"235123_at"	NA
"235124_at"	"EIF3J"
"235125_x_at"	"MIGA1"
"235131_at"	"RHOJ"
"235132_at"	"NIFK"
"235138_at"	NA
"235142_at"	"ZBTB8A"
"235145_at"	"ZBTB7B"
"235146_at"	"TMCC3"
"235151_at"	NA
"235152_at"	"FAM111A"
"235154_at"	"TAF3"
"235157_at"	NA
"235158_at"	"TMEM209"
"235159_at"	NA
"235164_at"	"ZNF25"
"235167_at"	"LOC100190986"
"235170_at"	"ZNF92"
"235173_at"	"MBNL1"
"235174_s_at"	"LINC01003"
"235175_at"	"GBP4"
"235176_at"	"ZFP82"
"235177_at"	"METTL21A"
"235183_at"	"FILIP1"
"235186_at"	"LINC02591"
"235186_at"	"LOC644634"
"235189_at"	"ICE2"
"235190_at"	NA
"235194_at"	"TPCN2"
"235196_at"	"CDC73"
"235198_at"	"OSTM1"
"235199_at"	"RNF125"
"235200_at"	"ZNF561"
"235202_x_at"	"IKBIP"
"235204_at"	"ENTPD7"
"235205_at"	"OXR1"
"235207_at"	"SNHG30"
"235213_at"	"ITPKB"
"235217_at"	"LINC01004"
"235222_x_at"	"XIAP"
"235227_at"	"STXBP5"
"235231_at"	"ZNF789"
"235232_at"	"GMEB1"
"235233_s_at"	"GMEB1"
"235234_at"	"PATL1"
"235235_s_at"	"PATL1"
"235240_at"	"ATXN3"
"235241_at"	"SLC38A9"
"235242_at"	"REL"
"235244_at"	"MIX23"
"235248_at"	"BTBD9"
"235252_at"	"KSR1"
"235256_s_at"	"GALM"
"235264_at"	"HCFC2"
"235266_at"	"ATAD2"
"235274_at"	NA
"235275_at"	"BMP8B"
"235276_at"	"EPSTI1"
"235279_at"	"PARVA"
"235282_at"	"SP2"
"235286_at"	NA
"235288_at"	NA
"235293_at"	NA
"235295_at"	"PANX1"
"235299_at"	"SLC41A2"
"235301_at"	"ELAPOR2"
"235302_at"	"GPATCH2L"
"235305_s_at"	"ECHDC2"
"235306_at"	"GIMAP8"
"235308_at"	"ZBTB20"
"235309_at"	"RPS15A"
"235314_at"	"RPL32P3"
"235317_at"	"MIR23AHG"
"235318_at"	"FBN1"
"235322_at"	"LOC101927151"
"235327_x_at"	"UBXN2A"
"235338_s_at"	"SETDB2"
"235339_at"	"SETDB2"
"235341_at"	"DNAJC3"
"235343_at"	"VASH2"
"235346_at"	"FUNDC1"
"235347_at"	"LRCH3"
"235352_at"	"MR1"
"235360_at"	"PLEKHM3"
"235368_at"	"ADAMTS5"
"235369_at"	"C14orf28"
"235370_at"	"KREMEN1"
"235371_at"	"GXYLT2"
"235374_at"	NA
"235376_at"	NA
"235381_at"	"RSF1"
"235384_at"	"NUDT19"
"235386_at"	NA
"235387_at"	"GSTCD"
"235390_at"	"SREK1IP1"
"235391_at"	"CIBAR1"
"235393_at"	NA
"235394_at"	"PLAA"
"235396_at"	"TANGO2"
"235405_at"	"GSTA4"
"235406_x_at"	"TMEM161B"
"235407_at"	"RABGEF1"
"235408_x_at"	"ZNF117"
"235409_at"	"MGA"
"235410_at"	"NPHP3"
"235413_at"	"GGCX"
"235417_at"	"SPOCD1"
"235418_at"	"FAHD2A"
"235419_at"	NA
"235421_at"	"MAP3K8"
"235423_at"	"ORC2"
"235424_at"	"PABIR1"
"235425_at"	"SGO2"
"235427_at"	"CFLAR"
"235429_at"	"EIF3E"
"235431_s_at"	"PELI3"
"235432_at"	"NPHP3"
"235433_at"	"APOOL"
"235435_at"	"AASDH"
"235443_at"	"CKMT2"
"235444_at"	"FOXP1"
"235448_at"	"ZXDC"
"235451_at"	"SMAD5"
"235457_at"	"MAML2"
"235458_at"	"HAVCR2"
"235463_s_at"	"CERS6"
"235466_s_at"	"DISP1"
"235469_at"	"FAM133B"
"235469_at"	"FAM133DP"
"235469_at"	"LOC100421561"
"235470_at"	"LSM8"
"235470_at"	"NAA38"
"235471_at"	"VSTM4"
"235482_at"	"PCBP1"
"235484_at"	"PTAR1"
"235489_at"	"RHOJ"
"235493_at"	NA
"235496_at"	"HRCT1"
"235497_at"	"LINC01128"
"235501_at"	NA
"235507_at"	"PCMTD1"
"235508_at"	"PML"
"235509_at"	"NDUFAF6"
"235513_at"	NA
"235518_at"	"SLC8A1"
"235521_at"	"HOXA3"
"235526_at"	"C11orf58"
"235529_x_at"	"SAMHD1"
"235532_at"	NA
"235535_x_at"	"FRG1"
"235535_x_at"	"FRG1BP"
"235535_x_at"	"FRG1CP"
"235535_x_at"	"FRG1EP"
"235535_x_at"	"LOC102724813"
"235542_at"	"TET3"
"235545_at"	"DEPDC1"
"235548_at"	"APCDD1L"
"235552_at"	"METTL14"
"235559_at"	"MINDY4"
"235559_at"	"INMT"
"235566_at"	"TMF1"
"235567_at"	"RORA"
"235569_at"	"VPS37D"
"235570_at"	"RBMS3"
"235571_at"	"MIR34AHG"
"235572_at"	"SPC24"
"235577_at"	"ZNF652"
"235579_at"	"SCAF11"
"235587_at"	"PAXIP1"
"235589_s_at"	NA
"235592_at"	NA
"235593_at"	"ZEB2"
"235595_at"	"ARHGEF2"
"235601_at"	NA
"235606_at"	"DUBR"
"235609_at"	"BRIP1"
"235611_at"	"SREK1"
"235612_at"	"PRPF38A"
"235613_at"	NA
"235615_at"	"PGGT1B"
"235616_at"	"TSHZ2"
"235623_at"	"ELP2"
"235626_at"	"CAMK1D"
"235629_at"	NA
"235631_at"	"DDR2"
"235640_at"	NA
"235645_at"	"ESCO1"
"235646_at"	NA
"235648_at"	"ZNF567"
"235652_at"	"SCML1"
"235659_at"	"TMEM127"
"235660_at"	NA
"235662_at"	NA
"235680_at"	NA
"235685_at"	NA
"235692_at"	"SH3KBP1"
"235693_at"	NA
"235698_at"	"ZFP90"
"235705_at"	NA
"235706_at"	"CPM"
"235709_at"	"GAS2L3"
"235716_at"	NA
"235718_at"	"SRL"
"235721_at"	"DTX3"
"235723_at"	"BNC2"
"235725_at"	"SMAD4"
"235727_at"	"KLHL28"
"235728_at"	"ZFP3"
"235729_at"	"ZNF514"
"235733_at"	"GXYLT2"
"235739_at"	NA
"235747_at"	"SLC25A16"
"235753_at"	"HOXA7"
"235756_at"	NA
"235757_at"	NA
"235759_at"	NA
"235766_x_at"	"RAB27A"
"235767_x_at"	"PHAX"
"235775_at"	"TMTC2"
"235779_at"	"ZNF790"
"235786_at"	NA
"235791_x_at"	"CHD1"
"235792_x_at"	"PIK3C2A"
"235793_at"	"TPGS2"
"235803_at"	NA
"235804_at"	NA
"235810_at"	"ZNF182"
"235812_at"	"CNEP1R1"
"235817_at"	"TMEM184A"
"235819_at"	"BTF3L4"
"235821_at"	"CCN4"
"235828_at"	"PRELID2"
"235834_at"	"CALD1"
"235837_at"	"SNIP1"
"235847_at"	NA
"235849_at"	"SCARA5"
"235857_at"	"KCTD11"
"235863_at"	"JSRP1"
"235863_at"	"LOC105372240"
"235879_at"	NA
"235889_at"	"RSPH3"
"235894_at"	NA
"235902_at"	"HERC2P7"
"235911_at"	"MELTF"
"235912_at"	NA
"235918_x_at"	"CEP97"
"235919_at"	"CEP78"
"235925_at"	NA
"235926_at"	"ANAPC5"
"235927_at"	"XPO1"
"235931_at"	"METTL21A"
"235940_at"	"C9orf64"
"235944_at"	"HMCN1"
"235952_at"	"DGKH"
"235956_at"	"CEP126"
"235964_x_at"	"SAMHD1"
"235980_at"	"PIK3CA"
"235984_at"	NA
"235985_at"	NA
"236000_s_at"	NA
"236006_s_at"	"AKAP10"
"236007_at"	"AKAP10"
"236019_at"	"RAB12"
"236022_at"	"MYO19"
"236027_at"	"SFR1"
"236060_at"	"METTL14"
"236075_s_at"	"ZNF232"
"236094_at"	"TCF7L2"
"236104_at"	"HNRNPLL"
