"","x"
"1",0.760510675764913
"2",0.910191503411843
"3",0.910191503411843
"4",0.910191503411843
"5",0.970063834470615
"6",0.970063834470615
"7",0.940127668941229
"8",0.940127668941229
"9",0.940127668941229
"10",0.910191503411843
"11",0.910191503411843
"12",0.910191503411843
"13",0.910191503411843
"14",0.910191503411843
"15",0.940127668941229
"16",0.940127668941229
"17",0.910191503411843
"18",0.940127668941229
"19",0.910191503411843
"20",0.910191503411843
"21",0.910191503411843
"22",0.940127668941229
"23",0.940127668941229
"24",0.940127668941229
"25",0.910191503411843
"26",0.910191503411843
"27",0.910191503411843
"28",0.940127668941229
"29",0.910191503411843
"30",0.910191503411843
"31",0.910191503411843
"32",0.910191503411843
"33",0.940127668941229
"34",0.910191503411843
"35",0.940127668941229
"36",0.910191503411843
"37",0.940127668941229
"38",0.910191503411843
"39",0.910191503411843
"40",0.940127668941229
"41",0.910191503411843
"42",0.940127668941229
"43",0.910191503411843
"44",0.940127668941229
"45",0.940127668941229
"46",0.940127668941229
"47",0.940127668941229
"48",0.940127668941229
"49",0.940127668941229
"50",0.910191503411843
"51",0.910191503411843
"52",0.940127668941229
"53",0.940127668941229
"54",0.940127668941229
"55",0.910191503411843
"56",0.940127668941229
"57",0.910191503411843
"58",0.910191503411843
"59",0.940127668941229
"60",0.910191503411843
"61",0.940127668941229
"62",0.940127668941229
"63",0.940127668941229
"64",0.940127668941229
"65",0.910191503411843
"66",0.940127668941229
"67",0.940127668941229
"68",0.910191503411843
"69",0.940127668941229
"70",0.940127668941229
"71",0.940127668941229
"72",0.910191503411843
"73",0.940127668941229
"74",0.940127668941229
"75",0.940127668941229
"76",0.940127668941229
"77",0.910191503411843
"78",0.940127668941229
"79",0.910191503411843
"80",0.940127668941229
"81",0.940127668941229
"82",0.940127668941229
"83",0.940127668941229
"84",0.940127668941229
"85",0.940127668941229
"86",0.910191503411843
"87",0.940127668941229
"88",0.910191503411843
"89",0.940127668941229
"90",0.940127668941229
"91",0.940127668941229
"92",0.940127668941229
"93",0.940127668941229
"94",0.940127668941229
"95",0.940127668941229
"96",0.940127668941229
"97",0.940127668941229
"98",0.940127668941229
"99",0.910191503411843
"100",0.940127668941229
"101",0.940127668941229
"102",0.940127668941229
"103",0.940127668941229
"104",0.910191503411843
"105",0.940127668941229
"106",0.910191503411843
"107",0.910191503411843
"108",0.910191503411843
"109",0.910191503411843
"110",0.940127668941229
"111",0.910191503411843
"112",0.940127668941229
"113",0.940127668941229
"114",0.910191503411843
"115",0.910191503411843
"116",0.940127668941229
"117",0.940127668941229
"118",0.910191503411843
"119",0.940127668941229
"120",0.940127668941229
"121",0.940127668941229
"122",0.910191503411843
"123",0.940127668941229
"124",0.910191503411843
"125",0.910191503411843
"126",0.940127668941229
"127",0.940127668941229
"128",0.940127668941229
"129",0.940127668941229
"130",0.940127668941229
"131",0.940127668941229
"132",0.910191503411843
"133",0.910191503411843
"134",0.940127668941229
"135",0.940127668941229
"136",0.910191503411843
"137",0.940127668941229
"138",0.940127668941229
"139",0.910191503411843
"140",0.940127668941229
"141",0.940127668941229
"142",0.910191503411843
"143",0.940127668941229
"144",0.940127668941229
"145",0.940127668941229
"146",0.940127668941229
"147",0.940127668941229
"148",0.940127668941229
"149",0.940127668941229
"150",0.940127668941229
